epoch,iteration,model_best_val_score,model_loss,model_val_score,step,train_dataset_size,val_dataset_size
3.0,3.0,1.046189026965294e-06,-69.01532363891602,1.0887232519962708e-06,240,4000.0,1000.0
4.0,3.0,2.3838667573272687e-07,-69.20479726791382,2.3838667573272687e-07,241,4000.0,1000.0
5.0,3.0,1.907326776517948e-07,-69.26542663574219,5.913187806072528e-07,242,4000.0,1000.0
6.0,3.0,1.6392451129831898e-07,-68.41052770614624,6.341425887512742e-06,243,4000.0,1000.0
7.0,3.0,1.5170422784649418e-07,-68.18523120880127,3.309633257231326e-06,244,4000.0,1000.0
8.0,3.0,1.497941752859333e-07,-68.78546619415283,1.0579813533695415e-05,245,4000.0,1000.0
9.0,3.0,1.1822695711316555e-07,-68.88741159439087,2.014440951825236e-06,246,4000.0,1000.0
10.0,3.0,1.0238125014438992e-07,-68.68341732025146,1.3036678865319118e-05,247,4000.0,1000.0
11.0,3.0,1.0238125014438992e-07,-67.68401575088501,3.2871225812414195e-06,248,4000.0,1000.0
12.0,3.0,1.0238125014438992e-07,-68.99239492416382,3.981042027589865e-06,249,4000.0,1000.0
13.0,3.0,1.0238125014438992e-07,-67.30887365341187,7.826003638911061e-06,250,4000.0,1000.0
14.0,3.0,1.0238125014438992e-07,-68.62676286697388,6.072271389712114e-06,251,4000.0,1000.0
15.0,3.0,1.0067302724792171e-07,-68.69356107711792,1.438180902368913e-06,252,4000.0,1000.0
16.0,3.0,1.0067302724792171e-07,-69.13668155670166,2.7731252885132562e-06,253,4000.0,1000.0
17.0,3.0,9.029655956283023e-08,-69.12296915054321,2.373938286837074e-06,254,4000.0,1000.0
18.0,3.0,8.671595708165114e-08,-68.44128227233887,5.736405910283793e-06,255,4000.0,1000.0
19.0,3.0,7.984436223296143e-08,-68.3233995437622,1.6616912034805864e-05,256,4000.0,1000.0
20.0,3.0,7.984436223296143e-08,-67.12918329238892,7.429966444760794e-06,257,4000.0,1000.0
21.0,3.0,7.984436223296143e-08,-68.18251037597656,9.686674275144469e-06,258,4000.0,1000.0
22.0,3.0,7.984436223296143e-08,-68.92239952087402,1.0642097549862228e-06,259,4000.0,1000.0
23.0,3.0,7.962220394119868e-08,-69.1914963722229,3.616409685491817e-06,260,4000.0,1000.0
24.0,3.0,7.962220394119868e-08,-68.5879135131836,1.8175254808738828e-05,261,4000.0,1000.0
25.0,3.0,7.896014864172685e-08,-67.88983249664307,1.829144275689032e-05,262,4000.0,1000.0
26.0,3.0,7.17315202791724e-08,-68.1447319984436,4.450963388080709e-06,263,4000.0,1000.0
27.0,3.0,7.17315202791724e-08,-68.50480222702026,1.4368208212545142e-05,264,4000.0,1000.0
28.0,3.0,7.17315202791724e-08,-67.28596067428589,7.2460875344404485e-06,265,4000.0,1000.0
29.0,3.0,6.467629987128021e-08,-68.93654298782349,1.7029242371791042e-06,266,4000.0,1000.0
