actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,step
-0.09033419347414746,-31.514365951538085,-0.049999999999999295,-0.003932199818373192,0.09754470987078061,0.9995803222060203,2.812037983983755,31000
-0.0850627409974113,-32.3934308013916,-0.049999999999999295,-0.003558356606401503,0.10152873563093916,0.9995712659955025,3.246941494345665,32000
-0.04997101490711793,-33.315431413650515,-0.049999999999999295,3.6758390488103033e-06,0.10340186365457944,0.9988744633197785,2.844858191460371,33000
-0.05244618185702711,-34.127693313598634,-0.049999999999999295,-0.0002529305794159882,0.10360644560051525,0.9988846697211266,2.7490713331103325,34000
-0.06333647722471505,-34.92534907913208,-0.049999999999999295,-0.0013938881352660245,0.10447235896681742,0.9988776687383651,2.9452894218564034,35000
-0.06664418273419141,-35.7429934463501,-0.049999999999999295,-0.0017706148264696822,0.10654221527182221,0.9988834206461906,2.9398594008386136,36000
-0.05701404042262584,-36.7065486869812,-0.049999999999999295,-0.0007561708217253909,0.10776146629894655,0.9988362222313881,3.1645995653271677,37000
-0.06446586686838418,-37.53768423461914,-0.049999999999999295,-0.0015803098682081328,0.10923408545194693,0.9988082748055458,3.222878708988428,38000
-0.07342076229956002,-38.30312813568115,-0.049999999999999295,-0.002616884738148656,0.11198191461691091,0.998828940987587,3.353751399219036,39000
-0.06617095721000806,-39.07809469604492,-0.049999999999999295,-0.0018490857995348052,0.11466694730241539,0.9988137202262879,3.5132186461389066,40000
-0.06629166839038954,-39.968154735565186,-0.049999999999999295,-0.0018981957960641012,0.11658883570436945,0.9994014749526977,3.3326629427075387,41000
-0.05255239416705444,-40.74757868957519,-0.049999999999999295,-0.00029984713916201145,0.11814720881024127,0.9993850448131562,3.3844838553071024,42000
-0.04824057233054191,-41.56073691558838,-0.049999999999999295,0.00020816033642040565,0.11817818442086027,0.9993879874944687,3.503575526446104,43000
-0.04373564611701295,-42.31775547790527,-0.049999999999999295,0.0007360133411712013,0.1172757461061264,0.9993880566954613,3.3872301667928695,44000
-0.01660411915136501,-43.193042602539066,-0.049999999999999295,0.0038330572319682688,0.11467751274076025,0.9997687216997146,3.2575813990831377,45000
-0.02113985617738217,-43.96776802825928,-0.049999999999999295,0.003199304173060227,0.11063368891875737,0.999793922662735,3.367199059903622,46000
-0.03198042297828942,-44.67785964202881,-0.049999999999999295,0.0019466191540122963,0.10797198598087303,0.9997706669569015,3.5461186845600605,47000
-0.03154170812200755,-45.410245929718016,-0.049999999999999295,0.001954288606881164,0.1058789614941239,0.9997963232398033,3.5699258740842343,48000
-0.02111301352828741,-46.0616676864624,-0.049999999999999295,0.0029793133242055772,0.10317692803449047,0.9995128633975983,3.6525646565258505,49000
-0.001986610590945929,-46.69298508071899,-0.049999999999999295,0.004751413237303496,0.09916496110678842,0.9995294657945633,3.5423730545043943,50000
0.010032048868015408,-47.28846140670776,-0.049999999999999295,0.005623540022119414,0.09358976654496658,0.9995052838921547,3.6036562758088113,51000
-0.004736866542138159,-47.86452393722534,-0.049999999999999295,0.004027893988124561,0.08883160033124164,0.9995103842020034,3.5597466331124306,52000
-0.04032972086500376,-48.417492267608644,-0.049999999999999295,0.000837742684641853,0.08621720804508531,0.9990837805271149,3.356395712018013,53000
